time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1989-11-06T23:37:24.370Z,37.6455,-122.481,5.724,3.1,ml,69,105,0.009009,0.05,nc,nc10090174,2016-12-09T21:10:17.000Z,"3 km N of Pacifica, California",earthquake,0.13,0.24,,4,reviewed,nc,nc
1989-11-06T22:52:25.530Z,36.5191667,-121.0853333,1.414,2.66,md,36,75,0.01171,0.05,nc,nc146743,2016-12-09T21:09:54.590Z,"24 km ENE of Soledad, California",earthquake,0.15,0.31,0.12,21,reviewed,nc,nc
1989-11-06T15:48:18.390Z,37.0748333,-121.8971667,13.404,2.56,md,77,54,0.04865,0.07,nc,nc146726,2016-12-09T21:06:19.560Z,"5 km NW of Day Valley, California",earthquake,0.15,0.27,0.19,74,reviewed,nc,nc
1989-11-06T13:49:15.540Z,36.8771667,-121.6083333,6.048,2.53,md,74,56,0.01532,0.08,nc,nc147181,2016-12-09T21:04:59.900Z,"3 km ESE of Aromas, California",earthquake,0.14,0.26,0.14,62,reviewed,nc,nc
1989-11-06T08:27:15.130Z,37.1166667,-121.8823333,2.387,2.73,md,87,43,0.03874,0.14,nc,nc147091,2016-12-09T21:01:22.590Z,"Northern California",earthquake,0.17,0.37,0.15,83,reviewed,nc,nc
1989-11-06T06:22:51.000Z,36.9973333,-121.769,15.027,2.87,md,82,53,0.04595,0.06,nc,nc147086,2016-12-09T20:59:39.730Z,"3 km ENE of Corralitos, California",earthquake,0.15,0.24,0.12,66,reviewed,nc,nc
1989-11-05T23:17:24.020Z,36.476,-121.0471667,0.632,2.73,md,55,89,0.05586,0.08,nc,nc146661,2016-12-09T20:55:03.590Z,"24 km NE of Greenfield, California",earthquake,0.17,0.67,0.12,51,reviewed,nc,nc
1989-11-05T19:00:44.750Z,36.5856667,-121.1836667,5.25,2.71,md,67,38,0.01171,0.05,nc,nc148678,2016-12-09T20:53:15.730Z,"21 km NE of Soledad, California",earthquake,0.11,0.27,0.16,52,reviewed,nc,nc
1989-11-05T13:37:33.880Z,37.0658333,-121.8883333,12.889,4.2,ml,94,61,0.03784,0.09,nc,nc10090172,2018-06-04T20:43:45.000Z,"4 km NW of Day Valley, California",earthquake,0.18,0.28,,6,reviewed,nc,nc
1989-11-05T09:52:04.630Z,36.9361667,-121.4321667,5.743,2.52,md,80,44,0.03514,0.08,nc,nc148794,2016-12-09T20:48:45.950Z,"9 km NNW of Hollister, California",earthquake,0.13,0.31,0.13,64,reviewed,nc,nc
1989-11-05T03:42:51.920Z,37.0413333,-121.7935,5.565,2.78,md,91,36,0.01622,0.1,nc,nc148733,2016-12-09T20:44:47.310Z,"5 km N of Corralitos, California",earthquake,0.12,0.21,0.14,64,reviewed,nc,nc
1989-11-05T01:30:41.910Z,37.0763333,-121.9106667,13.169,4,ml,98,48,0.05495,0.1,nc,nc146790,2016-12-09T20:43:24.890Z,"6 km NW of Day Valley, California",earthquake,0.18,0.29,,5,reviewed,nc,nc
1989-11-04T07:16:04.580Z,37.7765,-122.157,9.742,3.6,ml,78,41,0.01622,0.05,nc,nc10090169,2016-12-09T20:34:55.320Z,"5 km N of San Leandro, California",earthquake,0.1,0.2,,8,reviewed,nc,nc
1989-11-03T16:04:48.560Z,36.5183333,-121.0918333,-0.558,2.88,md,55,88,0.06847,0.12,nc,nc150860,2016-12-09T20:25:19.130Z,"23 km ENE of Soledad, California",earthquake,0.24,0.38,0.13,48,reviewed,nc,nc
1989-11-03T10:47:56.230Z,36.9345,-121.6806667,11.631,3.2,ml,88,73,0.01532,0.07,nc,nc10090170,2016-12-09T20:22:05.890Z,"5 km ESE of Interlaken, California",earthquake,0.15,0.26,,4,reviewed,nc,nc
1989-11-03T02:48:25.530Z,37.351,-121.7563333,0.927,2.51,md,69,38,0.008108,0.09,nc,nc146424,2016-12-09T20:18:41.840Z,"6 km ESE of East Foothills, California",earthquake,0.13,0.73,0.14,41,reviewed,nc,nc
1989-11-02T10:11:06.160Z,37.0716667,-121.918,14.594,2.5,md,77,50,0.05135,0.11,nc,nc146377,2016-12-09T20:10:09.590Z,"6 km NW of Day Valley, California",earthquake,0.18,0.3,0.12,40,reviewed,nc,nc
1989-11-02T05:50:10.690Z,37.0698333,-121.8031667,8.656,4.7,ml,92,39,0.01982,0.09,nc,nc10090165,2018-06-04T20:43:45.000Z,"6 km NE of Day Valley, California",earthquake,0.13,0.25,,7,reviewed,nc,nc
1989-11-02T05:12:34.090Z,37.0691667,-121.7988333,8.536,2.61,md,77,31,0.02072,0.07,nc,nc146362,2016-12-09T20:04:38.340Z,"6 km ENE of Day Valley, California",earthquake,0.12,0.21,0.13,66,reviewed,nc,nc
