time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1994-02-15T09:42:48.390Z,34.373,-118.642,13.351,2.97,ml,0,23.1,,0.286,ci,ci3152435,2016-02-12T17:31:36.013Z,"11km SW of Valencia, California",earthquake,,0.091,,13,reviewed,ci,ci
1994-02-15T02:53:23.220Z,34.264,-118.463,10.583,2.54,ml,0,28.3,,0.299,ci,ci3152583,2016-02-12T14:56:43.020Z,"3km SW of San Fernando, California",earthquake,,0.265,,24,reviewed,ci,ci
1994-02-15T00:22:37.390Z,34.256,-118.644,5.569,2.6,mh,0,70.9,,0.27,ci,ci3152554,2016-02-13T06:08:38.716Z,"4km W of Chatsworth, California",earthquake,,0.683,,0,reviewed,ci,ci
1994-02-15T00:22:22.930Z,34.254,-118.632,6.143,2.84,ml,0,38,,0.197,ci,ci3152329,2016-02-12T07:17:37.547Z,"3km W of Chatsworth, California",earthquake,,0.34,,25,reviewed,ci,ci
1994-02-14T20:32:57.550Z,34.208,-118.556,16.58,3.18,ml,0,31.3,,0.291,ci,ci3152209,2016-02-13T03:41:56.293Z,"2km WNW of Reseda, California",earthquake,,0.186,,53,reviewed,ci,ci
1994-02-14T20:15:59.650Z,34.28,-118.506,12.012,3.36,mc,0,60.2,,0.28,ci,ci3152333,2016-02-13T08:43:32.648Z,"1km NNW of Granada Hills, California",earthquake,,0.876,,3,reviewed,ci,ci
1994-02-13T21:21:17.880Z,34.2893333,-118.4865,7.3,2.9,mh,100,27,,0.24,ci,ci2148244,2016-04-01T19:41:53.045Z,"2km NE of Granada Hills, CA",earthquake,0.16,0.37,,0,reviewed,ci,ci
1994-02-13T19:43:07.260Z,34.252,-118.549,0.858,2.51,ml,0,30.8,,0.278,ci,ci3151716,2016-02-12T22:36:09.634Z,"2km NW of Northridge, California",earthquake,,0.166,,23,reviewed,ci,ci
1994-02-13T11:56:19.210Z,34.28,-118.436,8.411,2.6,ml,0,27.3,,0.281,ci,ci3151672,2016-02-13T06:08:20.785Z,"0km SE of San Fernando, California",earthquake,,0.365,,23,reviewed,ci,ci
1994-02-13T00:43:18.710Z,34.189,-118.57,19.784,2.78,mc,0,33,,0.293,ci,ci3151637,2016-02-12T12:16:02.714Z,"2km NW of Tarzana, California",earthquake,,0.266,,53,reviewed,ci,ci
